order_id,date,item,category,unit_price,quantity,total_price,customer_rating,takeout
1160,2026-09-16,espresso,coffee,4000,4.0,16000.0,,yes
1276,2026-09-14,latte,coffee,5000,3.0,15000.0,3.5,yes
1191,2026-09-03,cold brew,coffee,5500,3.0,16500.0,4.3,yes
1385,2026-09-15,bagel,bakery,3500,4.0,14000.0,3.9,no
1293,2026-09-25,latte,coffee,5000,4.0,20000.0,4.0,no
1343,2026-09-09,chamomile,tea,"5,000",1.0,5000.0,4.5,no
1257,2026-09-17,americano,coffee,4500,3.0,13500.0,5.0,no
1308,2026-09-14,espresso,coffee,4000,1.0,4000.0,2.6,no
1149,2026-09-08,latte,coffee,5000,4.0,20000.0,5.0,yes
1130,2026-09-25,espresso,coffee,4000,2.0,8000.0,4.3,yes
1151,2026-09-27,bagel,bakery,3500,2.0,7000.0,4.1,no
1359,2026-09-08,chamomile,tea,"5,000",3.0,15000.0,4.0,yes
1099,2026-09-26,croissant,bakery,3800,2.0,7600.0,4.7,yes
1372,2026-09-06,latte,coffee,5000,3.0,15000.0,4.3,no
1087,2026-09-26,earl grey,tea,4800,4.0,19200.0,4.5,yes
1330,2026-09-22,macaron,dessert,3000,120.0,,3.7,no
1214,2026-09-27,cheesecake,dessert,6500,1.0,6500.0,5.0,yes
1121,2026-09-28,cheesecake,dessert,6500,1.0,6500.0,4.7,yes
1361,2026-09-09,latte,coffee,5000,4.0,20000.0,3.9,yes
1020,2026-09-14,macaron,dessert,3000,3.0,9000.0,5.0,yes
1188,2026-09-05,macaron,dessert,3000,4.0,12000.0,4.5,yes
1071,2026-09-05,americano,coffee,4500,4.0,,5.0,yes
1106,2026-09-29,cold brew,coffee,5500,3.0,16500.0,4.8,yes
1270,2026-09-23,americano,coffee,4500,2.0,9000.0,4.4,yes
1348,2026-09-16,chamomile,tea,"5,000",1.0,5000.0,5.0,no
1102,2026-09-26,espresso,coffee,"4,000",,8000.0,5.0,yes
